date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:21:17	1055191/1055191	---M--	200	added ('OK')	application/pdf	etag:%22bcc7dcf935cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/interaction.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/interaction.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:18	18783/18783	---M-Z	200	added ('OK')	text/plain	etag:%22e6286658ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/bpodc.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/bpodc.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:20	833/833	---M-Z	200	added ('OK')	text/plain	etag:%227354155ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/agechd.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/agechd.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:21	1412/1412	---M-Z	200	added ('OK')	text/plain	etag:%22d7fa4355ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logistic.regression.or.ci.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logistic.regression.or.ci.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:24	324853/324853	---M--	200	added ('OK')	application/pdf	etag:%22c46836f735cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logistic1.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logistic1.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:25	161753/161753	---M--	200	added ('OK')	image/jpeg	etag:%22dabddd50375bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/vacation3.jpg	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/vacation3.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:26	87582/87582	---M--	200	added ('OK')	image/jpeg	etag:%22c82fb25ea02bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/vacation1.jpg	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/vacation1.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:28	33166/33166	---M-Z	200	added ('OK')	text/plain	etag:%226ae59953ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/icudat.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/icudat.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:31	13680/13680	---M-Z	200	added ('OK')	text/plain	etag:%22f289b754ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/lbw.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/lbw.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:33	208432/208432	---M--	200	added ('OK')	application/pdf	etag:%22c445f9de1cfd41:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logistic2.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logistic2.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:37	91656/91656	---M--	200	added ('OK')	application/pdf	etag:%22fc917df935cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/bayeslogit.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/bayeslogit.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:38	15398/15398	---M-Z	200	added ('OK')	text/plain	etag:%2256791b69f5ddd41:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/lbwbugs.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/lbwbugs.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:40	285650/285650	---M--	200	added ('OK')	application/pdf	etag:%2226512cfbe6bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logfit.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logfit.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:44	586649/586649	---M--	200	added ('OK')	application/pdf	etag:%2234dcbf835cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logconfound.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logconfound.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:44	58167/58167	---M--	200	added ('OK')	application/pdf	etag:%22f46f3ffb35cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/loghier.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/loghier.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:45	2303/2303	---M-Z	200	added ('OK')	text/plain	etag:%22f1cdff57ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/osteo.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/osteo.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:46	148067/148067	---M--	200	added ('OK')	application/pdf	etag:%226a5e42833fe0d41:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logselect.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logselect.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:48	26963/26963	---M--	200	added ('OK')	application/pdf	etag:%22364fd6d01de4d41:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/brophy.program.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/brophy.program.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:50	95232/95232	---M--	200	added ('OK')	application/pdf	etag:%22703d6a7793ac71:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/brophy.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/brophy.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:52	80758/80758	---M--	200	added ('OK')	image/jpeg	etag:%227beebb5ca02bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/consultation.jpg	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/consultation.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
00:21:52	2834/2834	---M-Z	200	added ('OK')	text/plain	etag:%2266738f33f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/assign2num3.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/assign2num3.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
00:21:55	441/441	---M-Z	200	added ('OK')	text/plain	etag:%2226cb2734f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/assign3num1.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/assign3num1.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
00:21:56	719/719	---M-Z	200	added ('OK')	text/plain	etag:%22a0bb9d33f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/dosedat.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/dosedat.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
00:21:58	47821/47821	---M-Z	200	added ('OK')	text/plain	etag:%228ca79c32f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/drugfree.bugs.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/drugfree.bugs.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
00:21:58	148587/148587	---MCZ	200	added ('OK')	text/plain	etag:%2238b04849d213d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/assign2num6.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/assign2num6.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
00:22:00	41478/41478	---M-Z	200	added ('OK')	text/plain	etag:%22403f8234f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/drugfree.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/drugfree.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
00:22:01	526/526	---M-Z	200	added ('OK')	text/plain	etag:%222ec01434f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/fish.bugs.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/fish.bugs.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
00:22:02	1618/1618	---M-Z	200	added ('OK')	text/plain	etag:%227ba2a933f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/fish.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/fish.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
00:22:03	3574/3574	---M-Z	200	added ('OK')	text/plain	etag:%2294d031dcfe10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/heart.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/heart.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
00:22:04	1430/1430	---M-Z	200	added ('OK')	text/plain	etag:%22a7361032f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/kidney.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/kidney.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
