date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:57:28	292744/292744	---M--	200	added ('OK')	application/pdf	etag:%22c4417cfa35cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/MeanProp.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/MeanProp.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:28	72704/72704	---M--	200	added ('OK')	application/pdf	etag:%22ceea3d56ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/probability.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/probability.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:30	388953/388953	---M--	200	added ('OK')	application/pdf	etag:%2246462055ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/Means.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/Means.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:31	354958/354958	---M--	200	added ('OK')	application/pdf	etag:%2254fac756ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/Proportions.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/Proportions.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:31	47169/47169	---M--	200	added ('OK')	application/pdf	etag:%22968ced4d375bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/BASP2015.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/BASP2015.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:33	621183/621183	---M--	200	added ('OK')	application/pdf	etag:%22e53164e375bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/Bayes2.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/Bayes2.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:34	397136/397136	---M--	200	added ('OK')	application/pdf	etag:%22adaffc50375bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/R621.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/R621.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:34	1613/1613	---M-Z	200	added ('OK')	text/plain	etag:%2238faa53ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/post.normal.mean.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/post.normal.mean.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:36	1026/1026	---M-Z	200	added ('OK')	text/plain	etag:%2286ee8754ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/regression.with.ci.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/regression.with.ci.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:37	488373/488373	---M--	200	added ('OK')	application/pdf	etag:%224cf8fbf735cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/regression.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/regression.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:37	262/262	---M-Z	200	added ('OK')	text/plain	etag:%223dd7b853ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/dmf.data.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/dmf.data.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:40	1337/1337	---M-Z	200	added ('OK')	text/plain	etag:%228334c56ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/multiple.regression.with.ci.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/multiple.regression.with.ci.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:40	633385/633385	---M--	200	added ('OK')	application/pdf	etag:%227cfb72f835cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/multiple.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/multiple.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:41	33545/33545	---M-Z	200	added ('OK')	text/plain	etag:%22fd2e5154ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/HeartData.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/HeartData.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:43	244246/244246	---M--	200	added ('OK')	application/pdf	etag:%22acd39df835cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/dummy.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/dummy.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:43	643/643	---M-Z	200	added ('OK')	text/plain	etag:%22a3128f54ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/smoking.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/smoking.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:45	431158/431158	---M--	200	added ('OK')	application/pdf	etag:%22ecf3d6f835cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/confounding.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/confounding.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:45	1345/1345	---M-Z	200	added ('OK')	text/plain	etag:%229e2cb056ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/hr.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/hr.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:47	519/519	---M-Z	200	added ('OK')	text/plain	etag:%22f942a53ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/fat.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/fat.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:48	1055191/1055191	---M--	200	added ('OK')	application/pdf	etag:%22bcc7dcf935cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/interaction.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/interaction.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:49	364732/364732	---M--	200	added ('OK')	application/pdf	etag:%221c7afbfb35cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/fit.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/fit.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:51	321562/321562	---M--	200	added ('OK')	application/pdf	etag:%222a1781b81bed41:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/Bayesreg.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/Bayesreg.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:51	208767/208767	---M--	200	added ('OK')	application/pdf	etag:%22646411f835cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/select.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/select.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:53	35077/35077	---M--	200	added ('OK')	application/pdf	etag:%22388ca251baf6c61:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/aicbic.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/aicbic.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:54	36846/36846	---M--	200	added ('OK')	image/jpeg	etag:%22902c944e375bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/vacation2.jpg	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/vacation2.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:54	4557824/4557824	---M--	200	added ('OK')	application/pdf	etag:%2240e6c655ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/raftery1995.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/raftery1995.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:55	102884/102884	---M--	200	added ('OK')	image/jpeg	etag:%2248dfe25fa02bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/freqfrank.jpg	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/freqfrank.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:57	238104/238104	---M--	200	added ('OK')	application/pdf	etag:%2248ae18af44d8d41:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/hier.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/hier.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:57	9353/9353	---M-Z	200	added ('OK')	text/plain	etag:%22aa8b69828115d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/crp.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/crp.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:57:58	18783/18783	---M-Z	200	added ('OK')	text/plain	etag:%22e6286658ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/bpodc.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/bpodc.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:00	833/833	---M-Z	200	added ('OK')	text/plain	etag:%227354155ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/agechd.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/agechd.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:01	324853/324853	---M--	200	added ('OK')	application/pdf	etag:%22c46836f735cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logistic1.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logistic1.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:02	1412/1412	---M-Z	200	added ('OK')	text/plain	etag:%22d7fa4355ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logistic.regression.or.ci.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logistic.regression.or.ci.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:03	161753/161753	---M--	200	added ('OK')	image/jpeg	etag:%22dabddd50375bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/vacation3.jpg	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/vacation3.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:04	87582/87582	---M--	200	added ('OK')	image/jpeg	etag:%22c82fb25ea02bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/vacation1.jpg	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/vacation1.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:06	208432/208432	---M--	200	added ('OK')	application/pdf	etag:%22c445f9de1cfd41:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logistic2.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logistic2.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:06	33166/33166	---M-Z	200	added ('OK')	text/plain	etag:%226ae59953ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/icudat.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/icudat.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:08	13680/13680	---M-Z	200	added ('OK')	text/plain	etag:%22f289b754ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/lbw.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/lbw.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:08	586649/586649	---M--	200	added ('OK')	application/pdf	etag:%2234dcbf835cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logconfound.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logconfound.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:10	285650/285650	---M--	200	added ('OK')	application/pdf	etag:%2226512cfbe6bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logfit.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logfit.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:11	91656/91656	---M--	200	added ('OK')	application/pdf	etag:%22fc917df935cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/bayeslogit.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/bayeslogit.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:11	15398/15398	---M-Z	200	added ('OK')	text/plain	etag:%2256791b69f5ddd41:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/lbwbugs.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/lbwbugs.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:13	148067/148067	---M--	200	added ('OK')	application/pdf	etag:%226a5e42833fe0d41:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logselect.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/logselect.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:14	58167/58167	---M--	200	added ('OK')	application/pdf	etag:%22f46f3ffb35cd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/loghier.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/loghier.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:15	2303/2303	---M-Z	200	added ('OK')	text/plain	etag:%22f1cdff57ec10d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/osteo.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/osteo.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:16	95232/95232	---M--	200	added ('OK')	application/pdf	etag:%22703d6a7793ac71:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/brophy.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/brophy.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:17	26963/26963	---M--	200	added ('OK')	application/pdf	etag:%22364fd6d01de4d41:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/brophy.program.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/brophy.program.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:19	572982/572982	---M--	200	added ('OK')	application/pdf	etag:%22bbd5dc109fedd11:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/missing621.pdf	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/missing621.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:20	80758/80758	---M--	200	added ('OK')	image/jpeg	etag:%227beebb5ca02bd01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/consultation.jpg	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/consultation.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/CourseOutline.html)
12:58:20	2834/2834	---M-Z	200	added ('OK')	text/plain	etag:%2266738f33f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/assign2num3.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/assign2num3.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
12:58:22	148587/148587	---MCZ	200	added ('OK')	text/plain	etag:%2238b04849d213d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/assign2num6.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/assign2num6.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
12:58:22	441/441	---M-Z	200	added ('OK')	text/plain	etag:%2226cb2734f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/assign3num1.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/assign3num1.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
12:58:24	719/719	---M-Z	200	added ('OK')	text/plain	etag:%22a0bb9d33f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/dosedat.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/dosedat.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
12:58:25	47821/47821	---M-Z	200	added ('OK')	text/plain	etag:%228ca79c32f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/drugfree.bugs.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/drugfree.bugs.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
12:58:26	41478/41478	---M-Z	200	added ('OK')	text/plain	etag:%22403f8234f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/drugfree.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/drugfree.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
12:58:27	526/526	---M-Z	200	added ('OK')	text/plain	etag:%222ec01434f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/fish.bugs.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/fish.bugs.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
12:58:28	1618/1618	---M-Z	200	added ('OK')	text/plain	etag:%227ba2a933f910d01:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/fish.txt	G:/VAULT16/DATA/web/epib621/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/fish.txt	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-621/main.html)
